id,Edicion,Id_Propuesta,Titulo,Codigo_Ambito_Referencia,Ambito_Referencia,Tipo_Proponente,Numero_Apoyos,Pasa_Fase_Apoyos,Pasa_Fase_Viabilidad,Numero_Votos,Seleccionada,Presupuesto_euros,Mision_Climatica,Fecha creacion,Fecha_Baja,id_distrito,nombre_distrito,match_status
3617,6,4674,Mejorar el entorno de la Plaza del Patriarca - Palacio Marques de Dos Aguas,1,Ciutat Vella,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
3778,6,4838,APARCABICIS SEGUROS PARA LA MOVILIDAD SOSTENIBLE EN EL MARITIMO,11,Poblats Maritims,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3785,6,4845,Iluminacion de la Calle Diogenes Lopez Mecho,14,Benimaclet,Particular,30.0,SI,SI,119.0,NO,92000.0,No aplicable,2023-04-27,,14,Benimaclet,matched
3791,6,4851,Acondicionar el carrer Castello de l´Albufera,19,2,Particular,55.0,SI,SI,65.0,NO,61000.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
3801,6,4861,Acondicionar el carrer Figuereta,19,2,Particular,55.0,SI,SI,69.0,NO,116697.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
3820,6,4881,Restauracion de la zona recreativa y deportiva del chaparral,7,l'Olivereta,Particular,30.0,SI,SI,188.0,NO,40000.0,No aplicable,2023-04-27,,7,l'Olivereta,matched
3823,6,4884,Aparcamiento coches,17,4,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
3828,6,4889,Instalar farolas en calle Micer Masco,6,el Pla del Real,Particular,39.0,SI,SI,321.0,SI,16000.0,No aplicable,2023-04-27,,6,el Pla del Real,matched
3874,6,4936,Mesas de Pimpon para la nueva plaza del Pintor Segrelles,3,Extramurs,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3879,6,4941,Creacion de una Zona de Bajas Emisiones en Ciutat Vella,1,Ciutat Vella,Particular,68.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
3892,6,4954,Piscina coberta al Poliesportiu de Benimaclet,14,Benimaclet,Particular,76.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
3901,6,4963,Vallar zona ajardinada,9,Jesus,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
3910,6,4972,Medidas correctoras estacionamiento vehiculos en zona peatonal Av Francia13-15,12,Camins al Grau,Particular,33.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3936,6,4998,ARREGLAR la calle SANTA CRUZ DE TENERIFE: Carril bici + Mediana + Semaforo/Paso,7,l'Olivereta,Particular,35.0,SI,SI,45.0,NO,319000.0,No aplicable,2023-04-27,,7,l'Olivereta,matched
3953,6,5015,CENTRO MUNICIPAL DE JUVENTUD CIUTAT VELLA,1,Ciutat Vella,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
3972,6,5034,"Recuperar aceras para los peatones en c/ Doctor Oloriz,12 al 18 (altura FEVEC)",5,la Saidia,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
4005,6,5067,Valla para impedir el atajo al cruzar paso de peatones,12,Camins al Grau,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4035,6,5097,Ejecucion del proyecto de ajardinamiento de la plaza de Siete Aguas,12,Camins al Grau,Representante GT,0.0,SI,SI,163.0,NO,362000.0,No aplicable,2023-04-27,,12,Camins al Grau,matched
4111,6,5173,Cambio de alumbrado en San Isidro,8,Patraix,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4131,6,5193,"Avenida Constitucion norte, mas pasos de cebra y pacificacion del transito",17,2,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
4161,6,5223,EMBELLECIMIENTO DEL NuCLEO HISToRICO DE EL PALMAR,19,5,Ayuntamiento en rep. GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4176,6,5238,Peatonalizar la calle Peris Brell,12,Camins al Grau,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4196,6,5258,CENTRO DE ATENCIoN SOCIAL,2,l'Eixample,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4198,6,5260,Pavimentar de azulejo valenciano un camino de viveros,6,el Pla del Real,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4228,6,5290,Condicionament de l'asfaltat de la plaça Sant Benet i adjacents/ Acondicionamiento del asfaltado de la plaza San Benet y adyacentes.,17,5,Ayuntamiento de oficio,0.0,SI,SI,1.0,SI,8220.0,No aplicable,2023-04-27,,17,Pobles del Nord,matched
4244,7,5306,Incrementar la limpieza de aceras del barrio de Benimaclet,14,Benimaclet,Particular,43.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
4292,7,5354,POR UNA CIUTAT VELLA BIEN CUIDADA Y AGRADABLE,1,Ciutat Vella,Particular,17.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
4335,7,5397,MEJORA DE LA PLAZA DE LES PENYETES,18,1,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
4409,7,5471,Lavabos publicos,4,Campanar,Particular,21.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
4435,7,5497,AMPLIACION CENTRO MUNICIPAL MAYORES SAN ISIDRO,8,Patraix,Representante GT,0.0,SI,SI,298.0,NO,150000.0,Sin etiqueta,2023-04-27,,8,Patraix,matched
4472,7,5534,Rebajar cota carril bici entre carrer Carcaixent y Cuenca,9,Jesus,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
4479,7,5541,Pergola en Sociopolis,19,8,Particular,15.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4514,7,5576,"Carrer de Pelai: ""El Passeig de la Pilota Valenciana""",3,Extramurs,Particular,59.0,SI,NO,0.0,NO,40600.0,No aplicable,2023-04-27,,3,Extramurs,matched
4628,7,5690,Doble fila y peatonalizacion entorno Mestalla,13,Algiros,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4630,7,5692,Continuar zona ajardinada en descampado de Jose Andreu Alabarta,8,Patraix,Particular,32.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4662,7,5724,Finalitzar urbanitzacio de Fra Juniper Serra,8,Patraix,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4696,7,5758,Poner mas juegos en Plaza Sor Guillermina,10,Quatre Carreres,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4703,7,5765,Renovacion del alumbrado en el tramo final de la Calle Santos Justo y Pastor,13,Algiros,Particular,17.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4746,7,5808,Arboles o maceteros en Cura Femenia,2,l'Eixample,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4747,7,5809,Paso de peatones cruce Platero Suarez y Ministro Luis Mayans,5,la Saidia,Particular,34.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
4755,7,5817,Parque junto campos de futbol de Avda militar Amado granell mesado,10,Quatre Carreres,Particular,55.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4775,7,5837,Soterrar contenedores Avda. Primero de Mayo,9,Jesus,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
4784,7,5846,Urbanizar tramo calle Pintor Stolz: ensanchar aceras y plantar arboles,7,l'Olivereta,Particular,26.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
4794,7,5856,Parque Infantil en la Plaza De San Pedro Poveda 46014,8,Patraix,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4820,7,5882,AMPLIACION ACERA CALLE GENERAL GIL DOLZ,6,el Pla del Real,Particular,43.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4835,7,5897,Residus i Control Contaminacio acustica,6,el Pla del Real,Particular,16.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4842,7,5904,INSTALAR ARBOLADO EN CONDE DE LUMIARES,15,Rascanya,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
4850,7,5912,Parking C/ciutat de Mislata,7,l'Olivereta,Particular,42.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
4870,7,5932,Falta de iluminacion,5,la Saidia,Particular,35.0,SI,SI,554.0,SI,45000.0,Sin etiqueta,2023-04-27,,5,la Saïdia,matched
4907,7,5969,Huerto Urbano,1,Ciutat Vella,Particular,24.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
4925,7,5987,Polideportivo solar Calle Lebon-Tomas de Montañana,12,Camins al Grau,Particular,36.0,SI,SI,687.0,SI,100000.0,Con etiqueta,2023-04-27,,12,Camins al Grau,matched
4938,7,6000,Reapertura parcial/total de la circulacion de la c/ Torrente,8,Patraix,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4957,7,6019,REFORMA PARQUE VALTURIA EN BARRIO CAMI REAL,9,Jesus,Particular,34.0,SI,SI,162.0,NO,350000.0,Sin etiqueta,2023-04-27,,9,Jesús,matched
4964,7,6026,App per a trobar estacionament al barri del Botanic,3,Extramurs,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
5016,7,6078,Millorar les zones verdes entre Germans Maristes i angel Villena,10,Quatre Carreres,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5051,7,6113,Eliminacion Ruido Producido por Rejillas ventilacion meteo en calzada,14,Benimaclet,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
5094,7,6156,ABRIR AL TRaFICO VICENTE ZARAGOZA  DE ROTONDA DEL MIRADOR A DIoGENES LOPEZ MENCH,14,Benimaclet,Particular,90.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
5103,7,6165,Cambio de direccion calle Carcagente y Uruguay,9,Jesus,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
5175,7,6237,Cambiar plazas parking ORA en Cirilo Amoros a plazas exclusivas para residentes,2,l'Eixample,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
5184,7,6246,ASFALTADO DE LOS ENTRADORES PEATONALES DEL PARQUE LINEAL QUE CRUZAN EL CARRIL BI,18,1,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
5212,7,6274,SOTERRAMENT DE TOTS ELS CONTENIDORS DE FEM,6,el Pla del Real,Particular,30.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
5263,7,6325,Goteras alqueria Carena y parte vallado.,16,Benicalap,Representante GT,0.0,SI,SI,190.0,NO,100000.0,Sin etiqueta,2023-04-27,,16,Benicalap,matched
5269,7,6331,Reforma del parque de la Plaza Raquel Paya - C/Fuente La Higuera,10,Quatre Carreres,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5293,7,6355,Control de excrementos caninos en caminos y vias de la huerta,17,6,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
5319,7,6381,REORDENACIoN DEL VIARIO EN LAS CALLES APARICIO ALBIÑANA Y MONESTIR DE POBLET,4,Campanar,Particular,30.0,SI,SI,241.0,SI,106135.0,Con etiqueta,2023-04-27,,4,Campanar,matched
5345,7,6407,Avenida Gaspar Aguilar. Cambiar a sentido circulacion unico y carril bici.,9,Jesus,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
5368,7,6430,Bolardos para poder transitar por la acera de Literato Gabriel Miro,3,Extramurs,Particular,32.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
5385,7,6447,Punts negres carril bici,11,Poblats Maritims,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
5434,7,6496,Creacion de polideportivo municipal En Corts. Desmantelar CIE Sapadors,10,Quatre Carreres,Particular,30.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5449,7,6511,PARQUE DE BARRAS-CALISTENIA EN EL PARC CENTRAL,2,l'Eixample,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
5487,7,6549,Parking Torrefiel,15,Rascanya,Particular,35.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
5525,7,6587,AMPLIACIoN CEMENTERIO DE BENIMaMET,18,1,Representante GT,0.0,SI,SI,18.0,NO,630000.0,Sin etiqueta,2023-04-27,,18,Pobles de l'Oest,matched
5537,7,6599,Nuevo parque infantil junto a Plaza Actor Enrique Rambal,13,Algiros,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
5555,7,6617,Asfalto Fonoabsorbente para Bulevar Sur,9,Jesus,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
5612,7,6674,Sincronizacion semaforos Amado Granell Mesado,10,Quatre Carreres,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5614,7,6676,Eje saludable Parc Central - Jardi del Turia,2,l'Eixample,Particular,56.0,SI,SI,517.0,SI,18000.0,Sin etiqueta,2023-04-27,,2,l'Eixample,matched
5643,7,6705,"Calle Alta fin de semana para disfrute , calle peatonal",1,Ciutat Vella,Particular,32.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
5657,7,6719,Peatonalizar callejon Historiadora Silvia Romeu,13,Algiros,Particular,31.0,SI,SI,39.0,NO,159000.0,Sin etiqueta,2023-04-27,,13,Algirós,matched
5677,7,6739,"Rehabilitacion Barrio Virgen de los Desamparados Antella n.1, 2 y 3.",7,l'Olivereta,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
5708,7,6770,Colocacion espejo (poca visibilidad) cruce Blasco Ibañez (Hospital Clinico),6,el Pla del Real,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
5710,7,6772,MEJORA ACCESOS PEATONALES PUENTE SOBRE EL NUEVO CAUCE DEL TURIA JOSe SOTO MICo –,8,Patraix,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
5714,7,6776,Repavimentacion y pintado del carril bici de la entrada sur de El Saler.,19,4,Particular,15.0,SI,SI,45.0,NO,20700.0,Sin etiqueta,2023-04-27,,19,Pobles del Sud,matched
5724,7,6786,Bulevar verde en el ultimo tramo del Paseo de la Alameda,12,Camins al Grau,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
5733,7,6795,Zona de Chorros de Agua para niñ@s en Ciutat Vella,1,Ciutat Vella,Particular,35.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
5761,7,6823,RECUPERAR EL ANTIGUO ABREVADERO COMO ZONA LuDICA,18,1,Particular,27.0,SI,SI,222.0,SI,50000.0,Sin etiqueta,2023-04-27,,18,Pobles de l'Oest,matched
20,1,2015-00023,,8,Patraix,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
25,1,2015-00031,,3,Extramurs,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
30,1,2015-00036,,2,l'Eixample,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
74,1,2015-00097,,5,la Saidia,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
86,1,2015-00114,,15,Rascanya,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
129,1,2015-00166,,14,Benimaclet,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
131,1,2015-00168,,4,Campanar,Persona Fisica,0.0,No aplicable,SI,42.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
161,1,2015-00198,Mejora de infraestructuras de señalizacion. Ramon de perellos,8,Patraix,Persona Fisica,0.0,No aplicable,SI,58.0,SI,1200.0,No aplicable,2023-04-27,,8,Patraix,matched
176,1,2015-00218,,7,l'Olivereta,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
180,1,2015-00222,,14,Benimaclet,Persona Fisica,0.0,No aplicable,SI,34.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
201,1,2015-00245,Limitacio acces vehicles al barri del carme,1,Ciutat Vella,Persona Fisica,0.0,No aplicable,SI,121.0,SI,148433.0,No aplicable,2023-04-27,,1,Ciutat Vella,matched
256,1,2015-00306,,10,Quatre Carreres,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
258,1,2015-00308,,11,Poblats Maritims,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
271,1,2015-00325,,15,Rascanya,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
308,1,2015-00367,,11,Poblats Maritims,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
315,1,2015-00375,,4,Campanar,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
324,1,2015-00385,,1,Ciutat Vella,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
330,1,2015-00391,Mejora de infraestructuras de señalizacion en el barrio de malilla,10,Quatre Carreres,Persona Fisica,0.0,No aplicable,SI,76.0,SI,4600.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
369,1,2015-00432,,3,Extramurs,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
380,1,2015-00445,,8,Patraix,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
412,1,2015-00481,,15,Rascanya,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
432,1,2015-00511,,19,Pobles del Sud,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
481,1,2015-00574,,9,Jesus,Persona Fisica,0.0,No aplicable,SI,68.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
486,1,2015-00580,,11,Poblats Maritims,Persona Fisica,0.0,No aplicable,SI,117.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
521,1,2016-00016,Propuesta ayuntamiento. Proyecto acondicionamiento experimental solares municipales en distrito municipal rascanya.,15,Rascanya,Persona Juridica,0.0,No aplicable,SI,34.0,SI,60000.0,No aplicable,2023-04-27,,15,Rascanya,matched
525,1,2016-00020,Propuesta ayuntamiento. Remodelacion instalacion deportiva elemental torrefiel,15,Rascanya,Persona Juridica,0.0,No aplicable,SI,19.0,SI,60000.0,No aplicable,2023-04-27,,15,Rascanya,matched
538,1,2016-00033,,7,l'Olivereta,Persona Juridica,0.0,No aplicable,SI,8.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
557,1,2016-00052,,15,Rascanya,Persona Juridica,0.0,No aplicable,SI,14.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
561,1,2016-00056,Propuesta ayuntamiento. Rebajes de pasos de peatones en diversas calles de benimamet,18,Pobles de l'Oest,Persona Juridica,0.0,No aplicable,SI,15.0,SI,103042.0,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
587,1,2016-00083,Propuesta ayuntamiento. Mejora del aparcamiento de bicicletas,2,l'Eixample,Persona Juridica,0.0,No aplicable,SI,15.0,SI,2000.0,No aplicable,2023-04-27,,2,l'Eixample,matched
646,2,27,Peatonalitzacio del Carrer Nador,5,la Saidia,Particular,31.0,SI,SI,51.0,NO,230000.0,No aplicable,2023-04-27,,5,la Saïdia,matched
729,2,110,Urbanitzar carrer Xavier Casp,11,Poblats Maritims,Particular,0.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
754,2,135,Zona azul/naranja CALLE SAN JACINTO (1-18) para eliminar la mafia de gorrillas,3,Extramurs,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
768,2,149,"REHABILITAR EL TINGLADO Nº 2 DE LA MARINA REAL JUANCARLOS I, PUERTO DE VALENCIA",11,Poblats Maritims,Particular,24.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
799,2,180,Arbolado y adecentado de la zona de La Raiosa,9,Jesus,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
818,2,199,SEMaFOROS EN CRUCE CAMi CABANYAL-JOSE MARiA DE HARO,11,Poblats Maritims,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
820,2,201,"Desinsectacion general en barrio de Campanar y Sant Pau, y desratizacion.",4,Campanar,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
915,2,296,"Poliesportiu, a Castellar-L’Oliveral.",19,Pobles del Sud,Particular,124.0,SI,SI,106.0,NO,280000.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
939,2,320,mas aparcamientos y eliminacion gorrillas del Hospital la Salud y limpieza mejor,13,Algiros,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
940,2,321,INSTALACIoN ACERA FIJA EN CURVA ACTUAL DE BOLARDOS FRENTE CENTRO DiA PERIFERIA,10,Quatre Carreres,Representante GT,8.0,SI,SI,190.0,SI,40708.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
964,2,345,Instalacion de bancos en calles Ibiza y Rodrigo de Pertegas nº48,12,Camins al Grau,Representante GT,1.0,SI,SI,222.0,SI,9100.0,No aplicable,2023-04-27,,12,Camins al Grau,matched
984,2,365,"Espacio LUDICO ambiental para families,descampado General LLorens/Fdrco. alcacer",16,Benicalap,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
1004,2,385,Realizacion parque solar calle Benetusser,18,Pobles de l'Oest,Particular,29.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
1010,2,391,AMPLIACION DEL JARDIN DE AYORA EN LA EXPLANADA DE LA ESTACIoN DE  METRO,12,Camins al Grau,Representante GT,9.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
1037,2,418,DOTAR DE ILUMNINACIoN LAS PISTAS DEPORTIVAS DEL CEIP CIUDAD DE BOLONIA,8,Patraix,Particular,66.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
1054,2,435,ADQUISICIo DE MATERIAL INVENTARIABLE PER A CULTURA I FESTES,17,Pobles del Nord,Representante GT,28.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
1067,2,448,CENTRO CIVICO CAMPANAR,4,Campanar,Representante GT,69.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
1095,2,476,Parada EMT Ciudad Gran Turia,8,Patraix,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
1103,2,484,Sanear pavimentos de pistas polideportivas al lado del Palau Velodromo Luis Puig,18,Pobles de l'Oest,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
1175,2,556,cambio luminarias en la pedania de beniferri,18,Pobles de l'Oest,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
1185,2,566,Instalacion de paso cebra para acceder al centro  de salud Ambrosio Huici,10,Quatre Carreres,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
1191,2,572,Asfalto curva calle doctor buen /coronacion (Zona cuevas),18,Pobles de l'Oest,Particular,0.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
1197,2,578,Construccion de un espacio de talleres colaborativos para los oficios artesanale,1,Ciutat Vella,Particular,29.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
1254,3,1045,"CALMAR VALENCIA : CONTROL TELEMaTICO LIMITADORES DECIBELIOS DE DISCOTECAS, PUBS.",Toda la ciudad,Toda la ciudad,Particular,337.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1259,3,1050,MEJORA DE LA ACERA DE BOTaNICO CAVANILLES (PUERTA DE VIVEROS A BLASCO IBAÑEZ),Toda la ciudad,Toda la ciudad,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1292,3,1085,REMODELACIoN DE LAS ROTONDAS ADJUNTAS AL PAI DE QUATRE CARRERES,Toda la ciudad,Toda la ciudad,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1308,3,1101,CONSTRUCCIoN DE PABELLONES EN EL SOLAR ENTRE LA CALLE TOMaS DE MONTAÑANA Y LEBoN,Toda la ciudad,Toda la ciudad,Particular,268.0,SI,SI,498.0,NO,2500000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
